1;;;;;;;;;;;;
;0;КПБ MO-12;;;;;;;;;;TTMO-12 Семейный
;0;КПБ MO-13;;;;;;;;;;TTMO-13 2 спальный
;0;КПБ 100-61;;;;;;;;;;TT100-61 2 спальный
;0;КПБ С-150;;;;;;;;;;TTC-150 Семейный
;0;Зонт-автомат;;;;;;;;;;GR01-00011907
;0;КПБ MF-39;;;;;;;;;;TTMF-39 Евро
;0;КПБ MF-41;;;;;;;;;;TTMF-41 Евро
;0;КПБ MF-42;;;;;;;;;;TTMF-42 Евро
;0;КПБ MF-44;;;;;;;;;;TTMF-44 Семейный
;0;КПБ MF-45;;;;;;;;;;TTMF-45 Евро
;0;Сумка на плечо;;;;;;;;;;GR01-00011592
;0;3663 FD кожа  черный/абете (сумка женская);;;;;;;;;;3663
;0;3703 FD кожа /замша фиори коричневый (рюкзак женский);;;;;;;;;;3703
;0;3704 FD кожа /замша фиори коричневый (сумка женская);;;;;;;;;;3704
;0;3667 FD кожа /замша черный (сумка женская);;;;;;;;;;3667-d93139
;0;п309 FD кожа белый /мульти (кошелек женский);;;;;;;;;;п309-d93157
;0;п309 FD кожа синий /лайм (кошелек женский);;;;;;;;;;п309-d93158
;0;п309 FD кожа синий /фрагола (кошелек женский);;;;;;;;;;п309-d93159
;0;3866 FD кожа бежевый /черный/латте (сумка женская);;;;;;;;;;3866
;0;3464 FD кожа латте/крокодил  (сумка женская);;;;;;;;;;3464-d93205
;0;5037 FD кожа черный  (сумка женская);;;;;;;;;;5037-d93245
;0;5047 FD кожа бежевый  (сумка женская);;;;;;;;;;5047-d93248
;0;5028 FD крокус виола  (сумка женская);;;;;;;;;;5028
;0;КПБ JC-01;;;;;;;;;;TTJC-01 Евро
;0;КПБ JC-03;;;;;;;;;;TTJC-03 Семейный
;0;КПБ JC-03;;;;;;;;;;TTJC-03 2 спальный
;0;КПБ JC-03;;;;;;;;;;TTJC-03 Евро
;0;КПБ JC-06;;;;;;;;;;TTJC-06 1.5 спальный
;0;КПБ JC-07;;;;;;;;;;TTJC-07 Евро
;0;КПБ JC-08;;;;;;;;;;TTJC-08 2 спальный
;0;КПБ JC-08;;;;;;;;;;TTJC-08 Евро
;0;КПБ JC-09;;;;;;;;;;TTJC-09 Семейный
;0;КПБ JC-10;;;;;;;;;;TTJC-10 2 спальный
;0;КПБ JC-12;;;;;;;;;;TTJC-12 2 спальный
;0;КПБ JC-12;;;;;;;;;;TTJC-12 Евро
;0;КПБ JC-14;;;;;;;;;;TTJC-14 Семейный
;0;п136 Fiato  кожа черный  (портмоне мужской);;;;;;;;;;п136
;0;п138 Fiato  кожа коричневый  (визитница);;;;;;;;;;п138-d93342
;0;п139 Fiato  кожа коричневый  (обложка для паспорта);;;;;;;;;;п139-d93344
;0;Визитница;;;;;;;;;;GR01-00012653
;0;3415 FD кожа т.коричневый  (сумка женская);;;;;;;;;;3415-d93434
;0;п57 FD кожа красный  (обложка для документов);;;;;;;;;;п57-d93470
;0;3784 FD алче черный /кэмел (сумка женская);;;;;;;;;;3784
;0;3701 FD кожа /замша черный (сумка женская);;;;;;;;;;3701-d93487
;0;КПБ OD-31;;;;;;;;;;TTOD-31 1.5 спальный
;0;КПБ OD-31;;;;;;;;;;TTOD-31 Семейный
;0;Скатерть SK 13;;;;;;;;;;TTSK 13 160х300
;0;КПБ MF-41;;;;;;;;;;TTMF-41 2 спальный
;0;КПБ MF-42;;;;;;;;;;TTMF-42 2 спальный
;0;5310 FD кожа т.коричневый/фиори  (сумка женская);;;;;;;;;;5310
;0;Сумка на руку;;;;;;;;;;GR01-00011688
;0;TOUCH;;;;;;;;;;GR01-00012888
;0;Палантин;;;;;;;;;;GR01-00010933
;0;Палантин;;;;;;;;;;GR01-00010950
;0;Палантин;;;;;;;;;;GR01-00010914
;0;Палантин;;;;;;;;;;GR01-00010931
;0;Палантин;;;;;;;;;;GR01-00010918
;0;Палантин;;;;;;;;;;GR01-00010928
;0;Fashion;;;;;;;;;;GR01-00009376
;0;Женский_кошелек LEO_VENTONI_330807_ORANGE_NERO;;;;;;;;;;LS7064
;0;КПБ B-144;;;;;;;;;;TTB-144 Евро
;0;КПБ B-135;;;;;;;;;;TTB-135 Евро
;0;Сумка вечерняя, клатч;;;;;;;;;;GR01-00011736
;0;Сумка вечерняя, клатч;;;;;;;;;;GR01-00011749
;0;з243 Mоschino  чер.  (зонт жен., автомат);;;;;;;;;;з243
;0;13666_AW1_726_018 Женская_сумка_Palio;;;;;;;;;;LS7187
;0;Простынь сатин на резинке шоколадная (PRC-R-04);;;;;;;;;;TTPRC-R-04 200x220
;0;Палантин;;;;;;;;;;GR01-00010815
;0;Палантин;;;;;;;;;;GR01-00010814
;0;Палантин;;;;;;;;;;GR01-00012053
;0;Палантин;;;;;;;;;;GR01-00012062
;0;КПБ MO-14;;;;;;;;;;TTMO-14 2 спальный
;0;КПБ MO-14;;;;;;;;;;TTMO-14 Семейный
;0;КПБ MO-15;;;;;;;;;;TTMO-15 2 спальный
;0;КПБ MO-15;;;;;;;;;;TTMO-15 Семейный
;0;КПБ MO-18;;;;;;;;;;TTMO-18 2 спальный
;0;КПБ MO-18;;;;;;;;;;TTMO-18 Семейный
;0;3842s FD кожа латте /т.коричневый (сумка женская);;;;;;;;;;3842s-d95669
;0;3853 FD кожа синий  (сумка женская);;;;;;;;;;3853-d95726
;0;3854 FD кожа синий  (рюкзак женский);;;;;;;;;;3854-d95729
;0;3866 FD кожа песка /коричневый/латте (сумка женская);;;;;;;;;;3866-d95731
;0;3923 FD кожа бежевый/питон желтый (сумка женская);;;;;;;;;;3923-d95736
;0;3923 FD кожа бежевый/питон ментол (сумка женская);;;;;;;;;;3923-d95737
;0;3927 FD фиори /кожа розовый (сумка женская);;;;;;;;;;3927-d95746
;0;3930 FD фиори /кожа желтый (сумка женская);;;;;;;;;;3930-d95753
;0;5011 FD кожа фрагола  (сумка женская);;;;;;;;;;5011-d95773
;0;5013 FD фарфала белый/кожа бежевый (сумка женская);;;;;;;;;;5013-d95781
;0;5016 FD фарфала черный/кожа белый (сумка женская);;;;;;;;;;5016
;0;5021 FD фарфала белый/кожа красный (сумка женская);;;;;;;;;;5021-d95788
;0;КПБ B-143;;;;;;;;;;TTB-143 2 спальный
;0;КПБ B-143;;;;;;;;;;TTB-143 Евро
;0;КПБ B-15;;;;;;;;;;TTB-15 1.5 спальный
;0;КПБ 110-59;;;;;;;;;;TT110-59 Семейный
;0;КПБ MF-40;;;;;;;;;;TTMF-40 1.5 спальный
;0;КПБ MF-47;;;;;;;;;;TTMF-47 1.5 спальный
;0;КПБ MF-47;;;;;;;;;;TTMF-47 2 спальный
;0;КПБ OD-35;;;;;;;;;;TTOD-35 Евро
;0;Обложка;;;;;;;;;;GR01-00013129
;0;Ключница;;;;;;;;;;GR01-00013054
;0;Ключница;;;;;;;;;;GR01-00013056
;0;Обложка;;;;;;;;;;GR01-00013041
;0;КПБ MO-19;;;;;;;;;;TTMO-19 2 спальный
;0;КПБ MO-19;;;;;;;;;;TTMO-19 Семейный
;0;КПБ MO-20;;;;;;;;;;TTMO-20 Евро
;0;КПБ MO-20;;;;;;;;;;TTMO-20 Семейный
;0;КПБ MO-21;;;;;;;;;;TTMO-21 2 спальный
;0;Шейный платочек;;;;;;;;;;GR01-00008760
;0;Шейный платочек;;;;;;;;;;GR01-00008758
;0;Шарф;;;;;;;;;;GR01-00012143
;0;Шейный платочек;;;;;;;;;;GR01-00008757
;0;Шарф;;;;;;;;;;GR01-00010759
;0;Ключница;;;;;;;;;;GR01-00011180
;0;Шарф;;;;;;;;;;GR01-00012173
;0;Длинные женские перчатки;;;;;;;;;;GR01-00005184
;0;КПБ MF-17;;;;;;;;;;TTMF-17 2 спальный
;0;КПБ B-146;;;;;;;;;;TTB-146 Семейный
;0;3854 FD кожа черный  (рюкзак женский);;;;;;;;;;3854-d96858
;0;3930 FD фиори /кожа белый (сумка женская);;;;;;;;;;3930-d96911
;0;п3864 FD кожа коричневый  (косметичка);;;;;;;;;;п3864-d96930
;0;п3864 FD скат белый  (косметичка);;;;;;;;;;п3864-d96948
;0;Сумка на руку;;;;;;;;;;GR01-00013883
;0;Сумка на плечо;;;;;;;;;;GR01-00013852
;0;КПБ B-141;;;;;;;;;;TTB-141 Семейный
;0;Классика;;;;;;;;;;GR01-00014200
;0;Классика;;;;;;;;;;GR01-00014198
;0;Бижутерия для платков;;;;;;;;;;GR01-00014170
;0;Бижутерия для платков;;;;;;;;;;GR01-00014145
;0;Бижутерия для платков;;;;;;;;;;GR01-00014144
;0;Кошелёк;;;;;;;;;;GR01-00014351
;0;Шейный платочек;;;;;;;;;;GR01-00013458
;0;Кошелек;;;;;;;;;;TB2387
;0;Кошелек;;;;;;;;;;TB2385
;0;Сумка через плечо;;;;;;;;;;TB2373
;0;Сумка через плечо;;;;;;;;;;TB2364
;0;Сумка;;;;;;;;;;TB2361
;0;Кошелек;;;;;;;;;;TB2356
;0;Кошелек;;;;;;;;;;TB2355
;0;Кошелек;;;;;;;;;;TB2353
;0;Кошелек;;;;;;;;;;TB2349
;0;Сумка через плечо;;;;;;;;;;TB2340
;0;Сумка через плечо;;;;;;;;;;TB2339
;0;Сумка через плечо;;;;;;;;;;TB2326
;0;Кошелек;;;;;;;;;;TB2311
;0;Сумка;;;;;;;;;;TB2308
;0;Клатчи;;;;;;;;;;TB2299
;0;Сумка через плечо;;;;;;;;;;TB2298
;0;Сумка;;;;;;;;;;TB2295
;0;Кошелек;;;;;;;;;;TB2291
;0;Клатчи;;;;;;;;;;TB2290
;0;Кошелек;;;;;;;;;;TB2282
;0;Кошелек;;;;;;;;;;TB2280
;0;Сумка;;;;;;;;;;TB2272
;0;Сумка через плечо;;;;;;;;;;TB2269
;0;Сумка;;;;;;;;;;TB2258
;0;Сумка;;;;;;;;;;TB2254
;0;Клатчи;;;;;;;;;;TB2250
;0;Клатчи;;;;;;;;;;TB2248
;0;Сумка через плечо;;;;;;;;;;TB2230
;0;Сумка через плечо;;;;;;;;;;TB2229
;0;Сумка;;;;;;;;;;TB2223
;0;Сумка;;;;;;;;;;TB2222
;0;Сумка;;;;;;;;;;TB2220
;0;Сумка;;;;;;;;;;TB2219
;0;Сумка;;;;;;;;;;TB2218
;0;Сумка;;;;;;;;;;TB2216
;0;Сумка через плечо;;;;;;;;;;TB2213
;0;Сумка через плечо;;;;;;;;;;TB2198
;0;Сумка;;;;;;;;;;TB2191
;0;Клатчи;;;;;;;;;;TB2172
;0;Клатчи;;;;;;;;;;TB2168
;0;Сумка;;;;;;;;;;TB2141
;0;Клатчи;;;;;;;;;;TB2137
;0;Сумка;;;;;;;;;;TB2130
;0;Сумка через плечо;;;;;;;;;;TB2123
;0;Сумка;;;;;;;;;;TB2116
;0;Клатчи;;;;;;;;;;TB2109
;0;Сумка через плечо;;;;;;;;;;TB2105
