1;;;;
;GR01-00014683;Color:color:0;фиолетовый:0;GR01-00014683
;GR01-00014684;Color:color:0;бежевый:0;GR01-00014684
;GR01-00014686;Color:color:0;серый:0;GR01-00014686
;GR01-00013713;Color:color:0;розовый:0;GR01-00013713
;GR01-00014077;Color:color:0;розовый:0;GR01-00014077
;GR01-00014079;Color:color:0;фиолетовый:0;GR01-00014079
;GR01-00013442;Color:color:0;розовый:0;GR01-00013442
;GR01-00013459;Color:color:0;фуксия:0;GR01-00013459
;GR01-00014352;Color:color:0;красный:0;GR01-00014352
;GR01-00014352;Color:color:1;серый:1;GR01-00014352
;GR01-00013464;Color:color:0;голубой:0;GR01-00013464
;GR01-00013474;Color:color:0;розовый:0;GR01-00013474
;GR01-00014479;Color:color:0;коричневый:0;GR01-00014479
;GR01-00013461;Color:color:0;желтый:0;GR01-00013461
;GR01-00014213;Color:color:0;голубой:0;GR01-00014213
;GR01-00014019;Color:color:0;коралловый:0;GR01-00014019
;GR01-00014093;Color:color:0;розовый:0;GR01-00014093
;GR01-00014096;Color:color:0;коралловый:0;GR01-00014096
;GR01-00014095;Color:color:0;голубой:0;GR01-00014095
;GR01-00014412;Color:color:0;красный:0;GR01-00014412
;GR01-00014412;Color:color:1;серый:1;GR01-00014412
;GR01-00014685;Color:color:0;салатовый:0;GR01-00014685
;GR01-00014366;Color:color:0;бирюзовый:0;GR01-00014366
;GR01-00014366;Color:color:1;синий:1;GR01-00014366
;GR01-00014391;Color:color:0;красный:0;GR01-00014391
;GR01-00014322;Color:color:0;розовый:0;GR01-00014322
;GR01-00014754;Color:color:0;розовый:0;GR01-00014754
;GR01-00014594;Color:color:0;черный:0;GR01-00014594
;GR01-00014588;Color:color:0;черный:0;GR01-00014588
;GR01-00013857;Color:color:0;красный:0;GR01-00013857
;GR01-00007627;Color:color:0;кремовый:0;GR01-00007627
;GR01-00014950;Color:color:0;голубой:0;GR01-00014950
;GR01-00014947;Color:color:0;оранжевый:0;GR01-00014947
;TTBS-01 2 спальный;Color:color:0;кремовый:0;TTBS-01 2 спальный
;TTBS-06 2 спальный;Color:color:0;голубой:0;TTBS-06 2 спальный
;TTBS-10 Евро;Color:color:0;шоколадный:0;TTBS-10 Евро
;TT100-62 2 спальный;Color:color:0;голубой:0;TT100-62 2 спальный
;GR01-00014979;Color:color:0;рыжий:0;GR01-00014979
;TTA-156 1.5 спальный;Color:color:0;серый:0;TTA-156 1.5 спальный
;TTA-156 2 спальный;Color:color:0;серый:0;TTA-156 2 спальный
;TTPP-52 170x210;Color:color:0;сиреневый:0;TTPP-52 170x210
;п41-d100330;Color:color:0;черный:0;п41-d100330
;п532-d100331;Color:color:0;черный:0;п532-d100331
;GR01-00015465;Color:color:0;кремовый:0;GR01-00015465
;GR01-00015470;Color:color:0;бежевый:0;GR01-00015470
;TTPBA-8 200x210;Color:color:0;бежевый:0;TTPBA-8 200x210
;TTPled Azhyr frezya 175x210;Color:color:0;бежевый:0;TTPled Azhyr frezya 175x210
;TTSK 50 160х300;Color:color:0;белый:0;TTSK 50 160х300
;TTPM bezhevaya 200x200;Color:color:0;бежевый:0;TTPM bezhevaya 200x200
;GR01-00014318;Color:color:0;оранжевый:0;GR01-00014318
;TTD-89 2 спальный;Color:color:0;розовый:0;TTD-89 2 спальный
;TTPNJC-20 Евро (230х250) 2 наволочки (50х70);Color:color:0;коричневый:0;TTPNJC-20 Евро (230х250) 2 наволочки (50х70)
